,question,passage,seq_label,ans
234,Apakah judul film arahan Teguh Karya yang dibintangi oleh Roy Marten ?,"Namun , menurut Roy , semua "" kekurangan "" Teguh itulah yang justru membuatnya istimewa dibandingkan dengan sutradara-sutradara papan atas lainnya . "" Dengan semua kekurangan yang saya sebutkan tadi , film-film Teguh Karya menjadi film yang paling artistik dibanding film karya sutradara lain , "" tandas Roy yang bermain dalam Badai Pasti Berlalu itu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']",paling artistik dibanding film karya sutradara lain
235,siapakah Kepala Badan Pengendalian Dampak Lingkungan Daerah ( Bapedalda ) Bali yang juga Ketua I Komisi Amdal Proyek PLTPB Bedugul,"Sementara secara terpisah , Kepala Badan Pengendalian Dampak Lingkungan Daerah ( Bapedalda ) Bali Ni Wayan Sutji yang juga Ketua I Komisi Amdal Proyek PLTPB Bedugul mengatakan , pihaknya menilai secara teknis proyek itu layak lingkungan .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",sementara secara terpisah
236,Berapa ketinggian Gunung Dempo ?,"Dengan latar belakang Gunung Dempo yang tingginya lebih dari 3.000 meter , di tengah areal persawahan yang menghijau , tampak bongkahan-bongkahan batu berwarna hitam . Bongkahan-bongkahan batu itu ternyata berbentuk sosok manusia yang sengaja dibuat oleh tangan-tangan terampil di masa lampau . Di dekat areal persawahan tampak mengalir sungai kecil yang pada tebingnya terdapat bilik-bilik batu . Bilik batu ini sengaja dibuat dari papan-papan batu oleh masyarakat di masa lampau .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",dengan latar belakang gunung dempo yang tingginya lebih dari 3 . 000 meter
237,Perjanjian apakah yang berakhir di Organisasi Perdagangan Dunia tanggal 31 Desember 2004 ?,"Lebih kurang tujuh bulan telah lewat sejak dihapuskannya kuota tekstil dan produk tekstil , sejak berakhirnya Agreement on Textiles and Clothing di Organisasi Perdagangan Dunia per 31 Desember 2004 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",agreement on textiles and clothing
238,Ada berapa negarakah yang membutuhkan penghapusan hutang ?,"Sementara itu penghapusan 100 persen untuk HIPCs hanya berlaku untuk 18 negara , yang membuat semua negara menghemat satu miliar dollar AS per tahun . Padahal , ada sekitar 62 negara yang membutuhkan penghapusan utang , tetapi tidak mendapatkannya .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",ada sekitar 62
239,Siapa nama Presiden Uzbekistan ?,Sebanyak 93 anggota Majelis Tinggi yang hadir kemarin secara bulat mendukung resolusi yang disampaikan Presiden Islam Karimov pada tanggal 29 Juli lalu yang memberikan waktu kepada AS selama enam bulan untuk mengosongkan Karshi-Khanabad .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",islam karimov
240,Kapankah Presiden berkunjung ke Goa Sunyaragi ?,"Saat ini , Goa Sunyaragi tengah bersiap menyambut kedatangan Presiden Susilo Bambang Yudhoyono , Sabtu ( 27/8 ) besok . Perbaikan dilakukan secara kilat di bagian panggung yang baru berdiri sekitar tahun 2000 . Namun Elang menyayangkan , renovasi itu belum dilakukan pada Goa Sunyaragi secara menyeluruh . Sebaiknya renovasi tidak hanya dilakukan pada saat ada presiden datang , tapi dilakukan terus-menerus , katanya . ( d01 )","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",susilo bambang yudhoyono
241,Berapakah usia John Hall pada saat menerima Nobel Fisika 2005,"Sehari sebelumnya , panitia Nobel mengumumkan pemenang penghargaan fisika dan kedokteran . Penerima Nobel Fisika adalah Roy Glauber (8 0 ) dan John Hall ( 71 ) dari AS dan Theodor Haensch ( 63 ) dari Jerman , yang mempelajari cahaya dan mempertajam laser untuk mengukur frekuensi dengan tingkat presisi amat tinggi .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
242,Berapakah usia Yves Chauvin pada saat menerima Nobel Kimia 2005,"Stockholm , Rabu - Warga Perancis Yves Chauvin ( 74 ) dan dua warga Amerika Serikat Robert H Grubbs ( 63 ) dan Richard R Schrock ( 60 ) "" memenangi penghargaan Nobel Kimia 2005 , Rabu ( 5/10 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",memenangi penghargaan nobel kimia 2005
243,"Siapakah atlet renang asal Palembang yang mencetak rekor pada Porda Sumsel 2005 dengan catatan waktu 18 menit 48,22 detik untuk nomor 1.500 meter gaya bebas putra","Catatan waktu ini sekaligus memecahkan rekor terbaru untuk Porprov . Rekor pada nomor yang sama sebelumnya dicetak oleh Yosef Kristiono , atlet renang asal Palembang , pada Porda Sumsel 2005 , dengan catatan waktu 18 menit 48 , 22 detik .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",oleh yosef kristiono
244,Apakah nama latin dari jarak pagar ?,"Dua bahan bakar alternatif itu berasal dari sumber terbarukan seperti kelapa sawit dan jarak pagar ( Jathropa curcas ) . Biodiesel - termasuk golongan alkohol dengan nama kimia alkil ester - bersifat sama dengan solar , bahkan lebih baik nilai cetanenya . Biodiesel dapat digunakan pada mesin diesel tanpa modifikasi .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",jathropa curcas
245,Berapakah jumlah pendapatan yang dapat diperoleh Telkom dari menyewakan sepuluh transponder pada satelit Telkom - 2,"Dengan beroperasinya Satelit Telkom - 2 secara komersial , Telkom tak perlu lagi menyewa kedua satelit tersebut . Bahkan , Telkom memiliki peluang menambah pendapatan sebesar 20 juta dollar AS dengan cara menyewakan sepuluh dari 24 transponder yang tidak dipakai Telkom pada satelit tersebut . ( BOY )","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[CLS]
246,Berapakah usia Roy Glauber pada saat menerima Nobel Fisika 2005,"Sehari sebelumnya , panitia Nobel mengumumkan pemenang penghargaan fisika dan kedokteran . Penerima Nobel Fisika adalah Roy Glauber ( 80 ) dan John Hall ( 71 ) dari AS dan Theodor Haensch ( 63 ) dari Jerman , yang mempelajari cahaya dan mempertajam laser untuk mengukur frekuensi dengan tingkat presisi amat tinggi .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
247,Kapankah peringatan Hari Kebangkitan Teknologi Nasional Ke - 10 di Istana Negara diadakan ?,"Untuk menyiapkan tempat pusat riset Microsoft , kami sudah mengkaji mulai dari Cikampek sampai Merak di antaranya Bukit Indah , Kerawang Industrial Estate , Kujang Industrial Estate , Lippo Cikarang , MM 2100 , dan Jababeka . Saya melihat Jababeka adalah kawasan yang paling siap , ujar Kusmayanto seusai peringatan Hari Kebangkitan Teknologi Nasional Ke - 10 di Istana Negara , Rabu ( 10/8 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']",rabu
248,"Kapankah Kenenisa Bekele ( Etiopia ) , mempertajam rekor dunia lari 10.000 meter putra di Kejuaraan Atletik Brussels Golden League 2005 ?","Brussels , Sabtu - Peraih medali Olimpiade sekaligus juara dunia , Kenenisa Bekele ( Etiopia ) , mempertajam rekor dunia lari 10.000 meter putra atas namanya sendiri di Kejuaraan Atletik Brussels Golden League 2005 , Jumat ( 26/8 ) di Stadion King Baudoin , Brussels , Belgia . Dia menyelesaikan lomba dengan catatan waktu 26 menit dan 17 , 53 detik .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
249,"Berapa bobot mati kapal ikan China yang baru-baru ini ditembak oleh TNI di perairan Arafuru , Papua ?","Manado , Kompas - Panglima Komando Armada Kawasan Timur Laksamana Muda TNI Y Didik Heru Purnomo mengakui pihaknya menembak sebuah kapal ikan China berbobot mati 180 gross ton di perairan Arafuru , Papua , beberapa waktu lalu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",180 gross ton
250,Berapa jumlah penduduk wilayah Siprus Utara menurut sensus tahun 2002 ?,"Pendapatan per kapita ( GNP ) negara TRNC , menurut catatan tahun 2003 , sebanyak 5.949 dollar AS . Penduduk wilayah Siprus Utara , menurut sensus tahun 2002 , tercatat sebanyak 213.491 jiwa saja . Perbandingan antara jumlah penduduk dan pendapatan per kapita itu membuat wilayah Siprus Utara cukup nyaman dan stabil secara ekonomi dibandingkan dengan negara-negara di sekitarnya . Turki dan Mesir , misalnya , memikul beban jumlah penduduk cukup besar , yakni sekitar 70 juta jiwa , dan pendapatan per kapita masih di bawah 2.000 dollar AS .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[CLS]
251,Apa jenis pesawat dalam kecelakaan TANS Peru Airline 23 Agustus 2005 ?,"lima , selasa - Sedikitnya 37 orang tewas dan 52 orang selamat dalam kecelakaan pesawat jet Boeing 737-200 yang melakukan pendaratan darurat di kawasan pantai Amazon , sekitar pukul 15.00 , Selasa ( 23/8 ) . Pesawat dalam penerbangan domestik dari Lima ke kota Pucallpa dilaporkan jatuh akibat terempas angin badai yang kuat .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",boeing 737 - 200
252,Apakah nama kelompok musik yang diikuti Balawan,"Dalam tahun 2005 ini saja bersama kelompoknya , Batuan Ethnic Fusion ( BEF ) , ia mengikuti Hell Blues Festival in Trondheim Norway , tur empat kota di Australia , Pop Asia Fukuoka , Jepang , dan Tokyo Asia Music Market , Jepang .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","batuan ethnic fusion ( bef ) , ia mengikuti hell blues festival in trondheim norway"
253,Di departemen apakah Sean McCormack menjadi juru bicara ?,"Juru bicara Departemen Luar Negeri AS Sean McCormack mendesak kedua pihak untuk menahan diri dari aksi-aksi yang dapat mengobarkan . McCormack juga mengatakan , Israel memiliki hak untuk membela dirinya .","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",departemen luar negeri
254,Di provinsi mana rakyat Ekuador turun ke jalan untuk merebut sebagian rezeki minyak ?,"Quito , Jumat - Rakyat Ekuador turun ke jalanan untuk merebut bagian dari rezeki minyak . Mereka juga membuat perusahaan minyak negara ( Petroecuador ) terpaksa menghentikan ekspor mintak mentah . Hal itu terjadi di dua provinsi kaya minyak , Sucumbios dan Orellana , yang berpenduduk 150.000 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']",quito
255,Pada tanggal berapakah VOC dinyatakan pailit ?,"Sejak 31 Desember 1799 VOC dinyatakan pailit , utang dan asetnya diserahkan kepada Pemerintah Belanda . Pemerintah Hindia Belanda yang menggantikan VOC relatif lebih bersih meski pegawai yang bekerja adalah pegawai VOC yang korup .","['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",sejak 31 desember 1799
256,Kapankah pemerintah merencanakan menaikkan harga bahan bakar minyak ?,"Mengenai rencana kenaikan harga bahan bakar minyak awal Oktober 2005 , Wapres yang datang tepat pukul 10.00 mengemukakan , ada tanggapan positif dan ada tanggapan-tanggapan lain . "" Mengenai rencana kompensasi dibarengi rencana peningkatan produksi , umumnya dapat dijalankan dengan baik , "" ujar Kalla .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",mengenai rencana kenaikan harga bahan bakar minyak awal oktober 2005
257,Siapa Wakil Presiden Indonesia ?,"Dalam rapat kabinet jarak jauh ini , di Kantor Presiden , Jakarta , hadir Wakil Presiden Jusuf Kalla , Menteri Koordinator Perekonomian Aburizal Bakrie , Gubernur Bank Indonesia Burhanuddin Abdullah , Menteri Sekretaris Negara Yusril Ihza Mahendra , dan Sekretaris Jenderal Departemen Keuangan JB Kristiadi mewakili Menteri Keuangan Jusuf Anwar .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",jusuf kalla
258,Siapa Wakil Presiden Indonesia ?,"Berbagai kalangan masyarakat , seperti pasar , pakar , media massa , dan berbagai kalangan politik menghendaki perombakan kabinet . Presiden Yudhoyono dan Wakil Presiden ( Wapres ) Jusuf Kalla menjawab nanti saja , Oktober , saat usia Kabinet Indonesia Bersatu satu tahun .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","presiden yudhoyono dan wakil presiden ( wapres ) jusuf kalla menjawab nanti saja , oktober , saat usia kabinet indonesia bersatu satu tahun"
259,"Tahun berapakah , Prof Dr Djoko Tjahjono mendapat Habibie Award atas prestasi dan konsistensinya",Djoko terpilih menerima Habibie Award 2005 atas prestasi dan konsistensinya . Karyanya mengenai katak yang menjaga telur dan kecebong menjadi karya ilmiah terbaik tahun 2000 dan mendapat Kennedy Award 2001 .,"['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2005 atas prestasi dan konsistensinya . karyanya mengenai katak yang menjaga telur dan kecebong menjadi karya ilmiah terbaik tahun 2000 dan mendapat kennedy award 2001
260,Lomba Penelitian Ilmiah Remaja tahun berapakah yang dijuarai oleh Diah Anisa Dwirini atas penelitiannya terhadap cara bunuh diri massal pada semut hitam,"Jakarta , Kompas - Diah Anisa Dwirini ( 15 ) , siswa SMP Negeri 7 Yogyakarta , menjuarai Lomba Penelitian Ilmiah Remaja 2005 yang diadakan Departemen Pendidikan Nasional . Meski minim landasan teori , karya penelitian anak kedua dari Agus Wahyudi-Sutanti Kusrini itu mampu merebut hati dewan juri .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2005 yang diadakan departemen pendidikan nasional
261,Dimanakah UNESCO mengumumkan pengakuan atas keris Indonesia sebagai salah satu warisan budaya dunia yang mesti dilestarikan,"Setelah wayang dua tahun silam , kini giliran keris Indonesia diakui sebagai salah satu warisan budaya dunia yang mesti dilestarikan . Pengakuan UNESCO di Paris 25 November lalu itu tentu merupakan percikan berita segar di tengah serba keterpurukan Indonesia akhir-akhir ini .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",pengakuan unesco di paris
262,Di situs apakah Celine Dion mengkritik Presiden AS yang lamban tangani korban Katrina ?,"Banyak orang menanti pertolongan , tetapi apa yang mereka harapkan itu tak kunjung datang . Saya tahu dia ( Bush ) punya alasan untuk itu , tetapi maaf , saya tak ingin mendengar alasan apa pun , ujarnya seperti dikutip situs World Entertainment News Network .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']",celine dion mengkritik presiden as yang lamban tangani korban katrina ? [SEP]
263,Kepala Dinas apakah Ismail Hasyim ?,"Namun , hingga saat ini baru sekitar 749 MW dari 6.101 MW atau 12 persen saja yang bisa dimanfaatkan untuk tenaga listrik di Indonesia . Kepala Dinas Pertambangan dan Energi Provinsi Jabar Ismail Hasyim , di Bandung , Selasa ( 23/8 ) , mengatakan , sebenarnya ada dua tahapan pengembangan energi panas bumi di wilayah ini , yaitu sebelum berlakunya Undang-Undang Nomor 27 Tahun 2003 tentang Panas Bumi , dan sesudah berlakunya UU tersebut .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",di bandung
264,Apakah bahan bakar produksi Pertamina yang harganya turun dari Rp 5.700 menjadi Rp 5.200 mulai 1 Januari 2006,"jakarta , kompas - Persaingan di antara peritel bensin super mulai menghangat . Mulai 1 Januari 2006 PT Pertamina kembali menurunkan dua jenis produk bensin super , pertamax dan pertamax plus . Harga pertamax dari Rp 5.400 turun menjadi Rp 5.000 , sedangkan harga pertamax plus dari Rp 5.700 menjadi Rp 5.200 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
265,Badan apakah yang memojokkan Iran untuk mendapatkan sanksi nuklir dari PBB ?,"Teheran , Minggu - Badan Tenaga Atom Internasional ( IAEA ) hari Sabtu ( 24/9 ) lalu menyerahkan isu nuklir Iran kepada Dewan Keamanan PBB . Dengan demikian , semakin dekat pula jalan menuju penjatuhan sanksi PBB atas Iran .","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
266,"Di perusahaan manakah , Kusnadi Sugiharto memegang posisi sebagai General Manager Procurement","General Manager Procurement PT International Suzuki Indonesia Kusnadi Sugiharto mengatakan , dukungan pemerintah terhadap industri komponen haruslah diperkuat . Jika diperhatikan , komponen mesin mobil ternyata masih bergantung pada Thailand dan Malaysia .","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",pt international suzuki indonesia
267,Badan apakah yang memberikan penghargaan Blue Planet Prize pada Prof Sjamsul Arifin Achmad,"Sjamsul tahun 1989 dan 1994 terpilih sebagai nominator kandidat pemenang Nobel Kimia atas penunjukan Royal Swedish Academy of Sciences . Penghargaan lainnya adalah Blue Planet Prize dari Asahi Glass Foundation , dan Japan Prize dari Science ang Technology Foundation of Japan .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",penghargaan lainnya adalah blue planet prize dari asahi glass foundation
